'eventId','timestamp','srcIp','srcName','dstIp','dstName','srcPort','dstPort','sigName','sigId','status_type','status_value',
'6567504096556944','1557245722.341','10.46.13.27','','10.24.92.16','','445','63475','ET EXPLOIT Possible DOUBLEPULSAR Beacon Response','1:2024216','4','4',
'6567504096556938','1557245713.034','10.46.13.27','','10.24.92.16','','445','62391','ET EXPLOIT ETERNALBLUE Probe Vulnerable System Response MS17-010','1:2025650','4','4',
'6567504096556914','1557245684.644','10.24.92.16','','10.46.13.16','','59088','445','ET EXPLOIT Possible ETERNALBLUE Probe MS17-010 (MSF style)','1:2025649','4','4',
'6567504096556915','1557245684.644','10.24.92.16','','10.46.13.16','','59088','445','ET EXPLOIT Possible ETERNALBLUE Probe MS17-010 (Generic Flags)','1:2025992','4','4',
'6567504096556831','1557245634.942','10.24.92.16','','10.46.13.5','','53319','445','ET EXPLOIT Possible ETERNALBLUE Probe MS17-010 (MSF style)','1:2025649','4','4',
'6567504096556832','1557245634.942','10.24.92.16','','10.46.13.5','','53319','445','ET EXPLOIT Possible ETERNALBLUE Probe MS17-010 (Generic Flags)','1:2025992','4','4',
'6567504096555378','1557242582.791','10.24.92.16','','10.46.8.206','','58321','445','ET EXPLOIT Possible ETERNALBLUE Probe MS17-010 (MSF style)','1:2025649','4','4',
'6567504096555379','1557242582.791','10.24.92.16','','10.46.8.206','','58321','445','ET EXPLOIT Possible ETERNALBLUE Probe MS17-010 (Generic Flags)','1:2025992','4','4',
'6567504096555367','1557242551.409','10.24.92.16','','10.46.8.196','','54680','445','ET EXPLOIT Possible ETERNALBLUE Probe MS17-010 (MSF style)','1:2025649','4','4',
'6567504096555368','1557242551.409','10.24.92.16','','10.46.8.196','','54680','445','ET EXPLOIT Possible ETERNALBLUE Probe MS17-010 (Generic Flags)','1:2025992','4','4',
'6567504096555356','1557242517.45','10.24.92.16','','10.46.8.185','','50733','445','ET EXPLOIT Possible ETERNALBLUE Probe MS17-010 (MSF style)','1:2025649','4','4',
'6567504096555357','1557242517.45','10.24.92.16','','10.46.8.185','','50733','445','ET EXPLOIT Possible ETERNALBLUE Probe MS17-010 (Generic Flags)','1:2025992','4','4',
'6567504096555308','1557242487.098','10.24.92.16','','10.46.8.176','','63583','445','ET EXPLOIT Possible ETERNALBLUE Probe MS17-010 (MSF style)','1:2025649','4','4',
'6567504096555309','1557242487.098','10.24.92.16','','10.46.8.176','','63583','445','ET EXPLOIT Possible ETERNALBLUE Probe MS17-010 (Generic Flags)','1:2025992','4','4',
'6567504096555280','1557242454.237','10.24.92.16','','10.46.8.166','','59765','445','ET EXPLOIT Possible ETERNALBLUE Probe MS17-010 (Generic Flags)','1:2025992','4','4',
'6567504096555281','1557242454.237','10.24.92.16','','10.46.8.166','','59765','445','ET EXPLOIT Possible ETERNALBLUE Probe MS17-010 (MSF style)','1:2025649','4','4',
'6567504096555270','1557242418.832','10.24.92.16','','10.46.8.154','','55657','445','ET EXPLOIT Possible ETERNALBLUE Probe MS17-010 (Generic Flags)','1:2025992','4','4',
'6567504096555271','1557242418.832','10.24.92.16','','10.46.8.154','','55657','445','ET EXPLOIT Possible ETERNALBLUE Probe MS17-010 (MSF style)','1:2025649','4','4',
'6567504096555250','1557242376.651','10.24.92.16','','10.46.8.121','','50741','445','ET EXPLOIT Possible ETERNALBLUE Probe MS17-010 (Generic Flags)','1:2025992','4','4',
'6567504096555251','1557242376.651','10.24.92.16','','10.46.8.121','','50741','445','ET EXPLOIT Possible ETERNALBLUE Probe MS17-010 (MSF style)','1:2025649','4','4',
'6567504096555205','1557242343.824','10.24.92.16','','10.46.8.107','','63299','445','ET EXPLOIT Possible ETERNALBLUE Probe MS17-010 (MSF style)','1:2025649','4','4',
'6567504096555206','1557242343.824','10.24.92.16','','10.46.8.107','','63299','445','ET EXPLOIT Possible ETERNALBLUE Probe MS17-010 (Generic Flags)','1:2025992','4','4',
'6567504096555193','1557242312.157','10.24.92.16','','10.46.8.94','','59622','445','ET EXPLOIT Possible ETERNALBLUE Probe MS17-010 (MSF style)','1:2025649','4','4',
'6567504096555194','1557242312.157','10.24.92.16','','10.46.8.94','','59622','445','ET EXPLOIT Possible ETERNALBLUE Probe MS17-010 (Generic Flags)','1:2025992','4','4',
'6567504096555187','1557242280.809','10.24.92.16','','10.46.8.77','','55978','445','ET EXPLOIT Possible ETERNALBLUE Probe MS17-010 (Generic Flags)','1:2025992','4','4',
'6567504096555188','1557242280.809','10.24.92.16','','10.46.8.77','','55978','445','ET EXPLOIT Possible ETERNALBLUE Probe MS17-010 (MSF style)','1:2025649','4','4',
'6567504096555177','1557242242.833','10.24.92.16','','10.46.8.62','','51568','445','ET EXPLOIT Possible ETERNALBLUE Probe MS17-010 (MSF style)','1:2025649','4','4',
'6567504096555178','1557242242.833','10.24.92.16','','10.46.8.62','','51568','445','ET EXPLOIT Possible ETERNALBLUE Probe MS17-010 (Generic Flags)','1:2025992','4','4',
'6567504096555166','1557242206.872','10.24.92.16','','10.46.8.49','','63750','445','ET EXPLOIT Possible ETERNALBLUE Probe MS17-010 (Generic Flags)','1:2025992','4','4',
'6567504096555167','1557242206.872','10.24.92.16','','10.46.8.49','','63750','445','ET EXPLOIT Possible ETERNALBLUE Probe MS17-010 (MSF style)','1:2025649','4','4',
'6567504096555138','1557242171.857','10.24.92.16','','10.46.8.40','','59586','445','ET EXPLOIT Possible ETERNALBLUE Probe MS17-010 (MSF style)','1:2025649','4','4',
'6567504096555139','1557242171.857','10.24.92.16','','10.46.8.40','','59586','445','ET EXPLOIT Possible ETERNALBLUE Probe MS17-010 (Generic Flags)','1:2025992','4','4',
'6567504096555103','1557242136.83','10.24.92.16','','10.46.8.31','','55618','445','ET EXPLOIT Possible ETERNALBLUE Probe MS17-010 (MSF style)','1:2025649','4','4',
'6567504096555104','1557242136.83','10.24.92.16','','10.46.8.31','','55618','445','ET EXPLOIT Possible ETERNALBLUE Probe MS17-010 (Generic Flags)','1:2025992','4','4',
'6567504096555082','1557242106.663','10.24.92.16','','10.46.8.21','','52127','445','ET EXPLOIT Possible ETERNALBLUE Probe MS17-010 (MSF style)','1:2025649','4','4',
'6567504096555083','1557242106.663','10.24.92.16','','10.46.8.21','','52127','445','ET EXPLOIT Possible ETERNALBLUE Probe MS17-010 (Generic Flags)','1:2025992','4','4',
'6567504096555049','1557242073.831','10.24.92.16','','10.46.8.13','','64697','445','ET EXPLOIT Possible ETERNALBLUE Probe MS17-010 (Generic Flags)','1:2025992','4','4',
'6567504096555051','1557242073.831','10.24.92.16','','10.46.8.13','','64697','445','ET EXPLOIT Possible ETERNALBLUE Probe MS17-010 (MSF style)','1:2025649','4','4',
'6567504096555042','1557242041.072','10.24.92.16','','10.46.8.7','','60889','445','ET EXPLOIT Possible ETERNALBLUE Probe MS17-010 (MSF style)','1:2025649','4','4',
'6567504096555043','1557242041.072','10.24.92.16','','10.46.8.7','','60889','445','ET EXPLOIT Possible ETERNALBLUE Probe MS17-010 (Generic Flags)','1:2025992','4','4',
'6567504096540678','1557217090.756','10.24.114.15','','10.46.12.166','','63166','445','ET EXPLOIT Possible ETERNALBLUE Probe MS17-010 (Generic Flags)','1:2025992','4','4',
'6567504096540679','1557217090.756','10.24.114.15','','10.46.12.166','','63166','445','ET EXPLOIT Possible ETERNALBLUE Probe MS17-010 (MSF style)','1:2025649','4','4',
'6567504096540601','1557216929.761','10.24.114.15','','10.46.12.23','','60919','445','ET EXPLOIT Possible ETERNALBLUE Probe MS17-010 (Generic Flags)','1:2025992','4','4',
'6567504096540602','1557216929.761','10.24.114.15','','10.46.12.23','','60919','445','ET EXPLOIT Possible ETERNALBLUE Probe MS17-010 (MSF style)','1:2025649','4','4',
'6567504096540578','1557216899.936','10.24.114.15','','10.46.12.7','','57474','445','ET EXPLOIT Possible ETERNALBLUE Probe MS17-010 (Generic Flags)','1:2025992','4','4',
'6567504096540579','1557216899.936','10.24.114.15','','10.46.12.7','','57474','445','ET EXPLOIT Possible ETERNALBLUE Probe MS17-010 (MSF style)','1:2025649','4','4',
'6567504096540132','1557216061.999','10.24.114.15','','10.46.8.195','','59054','445','ET EXPLOIT Possible ETERNALBLUE Probe MS17-010 (MSF style)','1:2025649','4','4',
'6567504096540133','1557216061.999','10.24.114.15','','10.46.8.195','','59054','445','ET EXPLOIT Possible ETERNALBLUE Probe MS17-010 (Generic Flags)','1:2025992','4','4',
'6567504096540121','1557216030.143','10.24.114.15','','10.46.8.180','','55376','445','ET EXPLOIT Possible ETERNALBLUE Probe MS17-010 (Generic Flags)','1:2025992','4','4',
'6567504096540122','1557216030.143','10.24.114.15','','10.46.8.180','','55376','445','ET EXPLOIT Possible ETERNALBLUE Probe MS17-010 (MSF style)','1:2025649','4','4',
'6567504096540107','1557215995.615','10.24.114.15','','10.46.8.168','','51373','445','ET EXPLOIT Possible ETERNALBLUE Probe MS17-010 (Generic Flags)','1:2025992','4','4',
'6567504096540108','1557215995.615','10.24.114.15','','10.46.8.168','','51373','445','ET EXPLOIT Possible ETERNALBLUE Probe MS17-010 (MSF style)','1:2025649','4','4',
'6567504096540071','1557215963.078','10.24.114.15','','10.46.8.154','','64019','445','ET EXPLOIT Possible ETERNALBLUE Probe MS17-010 (MSF style)','1:2025649','4','4',
'6567504096540072','1557215963.078','10.24.114.15','','10.46.8.154','','64019','445','ET EXPLOIT Possible ETERNALBLUE Probe MS17-010 (Generic Flags)','1:2025992','4','4',
'6567504096540060','1557215922.693','10.24.114.15','','10.46.8.121','','59341','445','ET EXPLOIT Possible ETERNALBLUE Probe MS17-010 (Generic Flags)','1:2025992','4','4',
'6567504096540061','1557215922.693','10.24.114.15','','10.46.8.121','','59341','445','ET EXPLOIT Possible ETERNALBLUE Probe MS17-010 (MSF style)','1:2025649','4','4',
'6567504096540044','1557215892.007','10.24.114.15','','10.46.8.104','','55796','445','ET EXPLOIT Possible ETERNALBLUE Probe MS17-010 (Generic Flags)','1:2025992','4','4',
'6567504096540045','1557215892.007','10.24.114.15','','10.46.8.104','','55796','445','ET EXPLOIT Possible ETERNALBLUE Probe MS17-010 (MSF style)','1:2025649','4','4',
'6567504096540023','1557215858.19','10.24.114.15','','10.46.8.87','','51891','445','ET EXPLOIT Possible ETERNALBLUE Probe MS17-010 (MSF style)','1:2025649','4','4',
'6567504096540024','1557215858.19','10.24.114.15','','10.46.8.87','','51891','445','ET EXPLOIT Possible ETERNALBLUE Probe MS17-010 (Generic Flags)','1:2025992','4','4',
'6567504096540012','1557215824.371','10.24.114.15','','10.46.8.67','','64390','445','ET EXPLOIT Possible ETERNALBLUE Probe MS17-010 (MSF style)','1:2025649','4','4',
'6567504096540013','1557215824.371','10.24.114.15','','10.46.8.67','','64390','445','ET EXPLOIT Possible ETERNALBLUE Probe MS17-010 (Generic Flags)','1:2025992','4','4',
'6567504096540000','1557215794.688','10.24.114.15','','10.46.8.57','','60967','445','ET EXPLOIT Possible ETERNALBLUE Probe MS17-010 (MSF style)','1:2025649','4','4',
'6567504096540001','1557215794.688','10.24.114.15','','10.46.8.57','','60967','445','ET EXPLOIT Possible ETERNALBLUE Probe MS17-010 (Generic Flags)','1:2025992','4','4',
'6567504096539976','1557215761.845','10.24.114.15','','10.46.8.41','','57171','445','ET EXPLOIT Possible ETERNALBLUE Probe MS17-010 (Generic Flags)','1:2025992','4','4',
'6567504096539977','1557215761.845','10.24.114.15','','10.46.8.41','','57171','445','ET EXPLOIT Possible ETERNALBLUE Probe MS17-010 (MSF style)','1:2025649','4','4',
'6567504096539964','1557215729.564','10.24.114.15','','10.46.8.31','','53422','445','ET EXPLOIT Possible ETERNALBLUE Probe MS17-010 (Generic Flags)','1:2025992','4','4',
'6567504096539965','1557215729.564','10.24.114.15','','10.46.8.31','','53422','445','ET EXPLOIT Possible ETERNALBLUE Probe MS17-010 (MSF style)','1:2025649','4','4',
'6567504096539952','1557215699.449','10.24.114.15','','10.46.8.20','','49965','445','ET EXPLOIT Possible ETERNALBLUE Probe MS17-010 (MSF style)','1:2025649','4','4',
'6567504096539953','1557215699.449','10.24.114.15','','10.46.8.20','','49965','445','ET EXPLOIT Possible ETERNALBLUE Probe MS17-010 (Generic Flags)','1:2025992','4','4',
'6567504096539908','1557215658.975','10.24.114.15','','10.46.8.7','','61662','445','ET EXPLOIT Possible ETERNALBLUE Probe MS17-010 (MSF style)','1:2025649','4','4',
'6567504096539909','1557215658.975','10.24.114.15','','10.46.8.7','','61662','445','ET EXPLOIT Possible ETERNALBLUE Probe MS17-010 (Generic Flags)','1:2025992','4','4',
'6567504096539038','1557214500.241','10.24.114.15','','10.46.8.205','','58685','445','ET EXPLOIT Possible ETERNALBLUE Probe MS17-010 (MSF style)','1:2025649','4','4',
'6567504096539039','1557214500.241','10.24.114.15','','10.46.8.205','','58685','445','ET EXPLOIT Possible ETERNALBLUE Probe MS17-010 (Generic Flags)','1:2025992','4','4',
'6567504096538987','1557214467.45','10.24.114.15','','10.46.8.189','','54900','445','ET EXPLOIT Possible ETERNALBLUE Probe MS17-010 (MSF style)','1:2025649','4','4',
'6567504096538988','1557214467.45','10.24.114.15','','10.46.8.189','','54900','445','ET EXPLOIT Possible ETERNALBLUE Probe MS17-010 (Generic Flags)','1:2025992','4','4',
'6567504096538959','1557214426.244','10.24.114.15','','10.46.8.168','','50133','445','ET EXPLOIT Possible ETERNALBLUE Probe MS17-010 (Generic Flags)','1:2025992','4','4',
'6567504096538960','1557214426.244','10.24.114.15','','10.46.8.168','','50133','445','ET EXPLOIT Possible ETERNALBLUE Probe MS17-010 (MSF style)','1:2025649','4','4',
'6567504096538903','1557214393.685','10.24.114.15','','10.46.8.154','','62767','445','ET EXPLOIT Possible ETERNALBLUE Probe MS17-010 (MSF style)','1:2025649','4','4',
'6567504096538904','1557214393.685','10.24.114.15','','10.46.8.154','','62767','445','ET EXPLOIT Possible ETERNALBLUE Probe MS17-010 (Generic Flags)','1:2025992','4','4',
'6567504096538895','1557214341.695','10.24.114.15','','10.46.8.113','','56769','445','ET EXPLOIT Possible ETERNALBLUE Probe MS17-010 (MSF style)','1:2025649','4','4',
'6567504096538897','1557214341.695','10.24.114.15','','10.46.8.113','','56769','445','ET EXPLOIT Possible ETERNALBLUE Probe MS17-010 (Generic Flags)','1:2025992','4','4',
'6567504096538860','1557214308.953','10.24.114.15','','10.46.8.94','','52988','445','ET EXPLOIT Possible ETERNALBLUE Probe MS17-010 (MSF style)','1:2025649','4','4',
'6567504096538861','1557214308.953','10.24.114.15','','10.46.8.94','','52988','445','ET EXPLOIT Possible ETERNALBLUE Probe MS17-010 (Generic Flags)','1:2025992','4','4',
'6567504096538853','1557214278.333','10.24.114.15','','10.46.8.77','','49442','445','ET EXPLOIT Possible ETERNALBLUE Probe MS17-010 (MSF style)','1:2025649','4','4',
'6567504096538854','1557214278.333','10.24.114.15','','10.46.8.77','','49442','445','ET EXPLOIT Possible ETERNALBLUE Probe MS17-010 (Generic Flags)','1:2025992','4','4',
'6567504096538837','1557214238.128','10.24.114.15','','10.46.8.57','','61179','445','ET EXPLOIT Possible ETERNALBLUE Probe MS17-010 (Generic Flags)','1:2025992','4','4',
'6567504096538838','1557214238.128','10.24.114.15','','10.46.8.57','','61179','445','ET EXPLOIT Possible ETERNALBLUE Probe MS17-010 (MSF style)','1:2025649','4','4',
'6567504096538811','1557214207.523','10.24.114.15','','10.46.8.37','','57665','445','ET EXPLOIT Possible ETERNALBLUE Probe MS17-010 (Generic Flags)','1:2025992','4','4',
'6567504096538821','1557214207.523','10.24.114.15','','10.46.8.37','','57665','445','ET EXPLOIT Possible ETERNALBLUE Probe MS17-010 (MSF style)','1:2025649','4','4',
'6567504096538746','1557214172.844','10.24.114.15','','10.46.8.21','','53644','445','ET EXPLOIT Possible ETERNALBLUE Probe MS17-010 (MSF style)','1:2025649','4','4',
'6567504096538748','1557214172.844','10.24.114.15','','10.46.8.21','','53644','445','ET EXPLOIT Possible ETERNALBLUE Probe MS17-010 (Generic Flags)','1:2025992','4','4',
'6567504096538706','1557214140.315','10.24.114.15','','10.46.8.7','','49912','445','ET EXPLOIT Possible ETERNALBLUE Probe MS17-010 (MSF style)','1:2025649','4','4',
'6567504096538707','1557214140.315','10.24.114.15','','10.46.8.7','','49912','445','ET EXPLOIT Possible ETERNALBLUE Probe MS17-010 (Generic Flags)','1:2025992','4','4',
'6567504096538132','1557212993.57','10.24.114.15','','10.46.8.189','','64850','445','ET EXPLOIT Possible ETERNALBLUE Probe MS17-010 (Generic Flags)','1:2025992','4','4',
'6567504096538133','1557212993.57','10.24.114.15','','10.46.8.189','','64850','445','ET EXPLOIT Possible ETERNALBLUE Probe MS17-010 (MSF style)','1:2025649','4','4',
'6567504096538099','1557212963.983','10.24.114.15','','10.46.8.170','','61435','445','ET EXPLOIT Possible ETERNALBLUE Probe MS17-010 (Generic Flags)','1:2025992','4','4',
'6567504096538100','1557212963.983','10.24.114.15','','10.46.8.170','','61435','445','ET EXPLOIT Possible ETERNALBLUE Probe MS17-010 (MSF style)','1:2025649','4','4',
'6567504096538092','1557212932.054','10.24.114.15','','10.46.8.154','','57744','445','ET EXPLOIT Possible ETERNALBLUE Probe MS17-010 (Generic Flags)','1:2025992','4','4',
'6567504096538093','1557212932.054','10.24.114.15','','10.46.8.154','','57744','445','ET EXPLOIT Possible ETERNALBLUE Probe MS17-010 (MSF style)','1:2025649','4','4',
'6567504096538077','1557212870.565','10.24.114.15','','10.46.8.104','','50644','445','ET EXPLOIT Possible ETERNALBLUE Probe MS17-010 (Generic Flags)','1:2025992','4','4',
'6567504096538078','1557212870.565','10.24.114.15','','10.46.8.104','','50644','445','ET EXPLOIT Possible ETERNALBLUE Probe MS17-010 (MSF style)','1:2025649','4','4',
'6567504096538067','1557212833.459','10.24.114.15','','10.46.8.84','','62745','445','ET EXPLOIT Possible ETERNALBLUE Probe MS17-010 (Generic Flags)','1:2025992','4','4',
'6567504096538069','1557212833.459','10.24.114.15','','10.46.8.84','','62745','445','ET EXPLOIT Possible ETERNALBLUE Probe MS17-010 (MSF style)','1:2025649','4','4',
'6567504096538055','1557212799.658','10.24.114.15','','10.46.8.64','','58858','445','ET EXPLOIT Possible ETERNALBLUE Probe MS17-010 (Generic Flags)','1:2025992','4','4',
'6567504096538056','1557212799.658','10.24.114.15','','10.46.8.64','','58858','445','ET EXPLOIT Possible ETERNALBLUE Probe MS17-010 (MSF style)','1:2025649','4','4',
'6567504096538044','1557212765.95','10.24.114.15','','10.46.8.38','','54954','445','ET EXPLOIT Possible ETERNALBLUE Probe MS17-010 (MSF style)','1:2025649','4','4',
'6567504096538045','1557212765.95','10.24.114.15','','10.46.8.38','','54954','445','ET EXPLOIT Possible ETERNALBLUE Probe MS17-010 (Generic Flags)','1:2025992','4','4',
'6567504096538024','1557212735.315','10.24.114.15','','10.46.8.21','','51418','445','ET EXPLOIT Possible ETERNALBLUE Probe MS17-010 (MSF style)','1:2025649','4','4',
'6567504096538025','1557212735.315','10.24.114.15','','10.46.8.21','','51418','445','ET EXPLOIT Possible ETERNALBLUE Probe MS17-010 (Generic Flags)','1:2025992','4','4',
'6567504096538011','1557212702.748','10.24.114.15','','10.46.8.7','','64058','445','ET EXPLOIT Possible ETERNALBLUE Probe MS17-010 (Generic Flags)','1:2025992','4','4',
'6567504096538012','1557212702.748','10.24.114.15','','10.46.8.7','','64058','445','ET EXPLOIT Possible ETERNALBLUE Probe MS17-010 (MSF style)','1:2025649','4','4',
'6567504096536854','1557210386.038','10.24.114.15','','10.46.8.194','','58720','445','ET EXPLOIT Possible ETERNALBLUE Probe MS17-010 (MSF style)','1:2025649','4','4',
'6567504096536855','1557210386.038','10.24.114.15','','10.46.8.194','','58720','445','ET EXPLOIT Possible ETERNALBLUE Probe MS17-010 (Generic Flags)','1:2025992','4','4',
'6567504096536850','1557210356.424','10.24.114.15','','10.46.8.172','','55272','445','ET EXPLOIT Possible ETERNALBLUE Probe MS17-010 (MSF style)','1:2025649','4','4',
'6567504096536851','1557210356.424','10.24.114.15','','10.46.8.172','','55272','445','ET EXPLOIT Possible ETERNALBLUE Probe MS17-010 (Generic Flags)','1:2025992','4','4',
'6567504096536809','1557210263.95','10.24.114.15','','10.46.8.94','','60852','445','ET EXPLOIT Possible ETERNALBLUE Probe MS17-010 (MSF style)','1:2025649','4','4',
'6567504096536810','1557210263.95','10.24.114.15','','10.46.8.94','','60852','445','ET EXPLOIT Possible ETERNALBLUE Probe MS17-010 (Generic Flags)','1:2025992','4','4',
'6567504096536799','1557210173.168','10.24.114.15','','10.46.8.20','','50328','445','ET EXPLOIT Possible ETERNALBLUE Probe MS17-010 (MSF style)','1:2025649','4','4',
'6567504096536800','1557210173.168','10.24.114.15','','10.46.8.20','','50328','445','ET EXPLOIT Possible ETERNALBLUE Probe MS17-010 (Generic Flags)','1:2025992','4','4',
'6567504096536641','1557209636.566','10.24.114.15','','10.46.13.38','','53493','445','ET EXPLOIT Possible ETERNALBLUE Probe MS17-010 (Generic Flags)','1:2025992','4','4',
'6567504096536642','1557209636.566','10.24.114.15','','10.46.13.38','','53493','445','ET EXPLOIT Possible ETERNALBLUE Probe MS17-010 (MSF style)','1:2025649','4','4',
'6567504096536638','1557209621.866','10.24.114.15','','10.46.13.37','','51005','445','ET EXPLOIT ETERNALBLUE Exploit M2 MS17-010','1:2024297','4','4',
'6567504096536637','1557209621.65','10.46.13.37','','10.24.114.15','','445','51005','ET EXPLOIT Possible ETERNALBLUE MS17-010 Echo Response','1:2024218','0','0',
'6567504096536634','1557209617.565','10.46.13.37','','10.24.114.15','','445','51005','ET EXPLOIT Possible ETERNALBLUE MS17-010 Echo Response','1:2024218','0','0',
'6567504096536630','1557209597.421','10.24.114.15','','10.46.13.37','','64514','445','ET EXPLOIT ETERNALBLUE Exploit M2 MS17-010','1:2024297','4','4',
'6567504096536628','1557209597.204','10.46.13.37','','10.24.114.15','','445','64514','ET EXPLOIT Possible ETERNALBLUE MS17-010 Echo Response','1:2024218','0','0',
'6567504096536626','1557209593.135','10.46.13.37','','10.24.114.15','','445','64514','ET EXPLOIT Possible ETERNALBLUE MS17-010 Echo Response','1:2024218','0','0',
'6567504096536622','1557209572.992','10.24.114.15','','10.46.13.37','','61678','445','ET EXPLOIT ETERNALBLUE Exploit M2 MS17-010','1:2024297','4','4',
'6567504096536621','1557209572.776','10.46.13.37','','10.24.114.15','','445','61678','ET EXPLOIT Possible ETERNALBLUE MS17-010 Echo Response','1:2024218','0','0',
'6567504096536618','1557209568.716','10.46.13.37','','10.24.114.15','','445','61678','ET EXPLOIT Possible ETERNALBLUE MS17-010 Echo Response','1:2024218','0','0',
'6567504096536615','1557209566.457','10.24.114.15','','10.46.13.37','','61678','445','ET EXPLOIT Possible ETERNALBLUE MS17-010 Heap Spray','1:2024217','4','4',
'6567504096536613','1557209548.589','10.24.114.15','','10.46.13.37','','58848','445','ET EXPLOIT ETERNALBLUE Exploit M2 MS17-010','1:2024297','4','4',
'6567504096536611','1557209548.373','10.46.13.37','','10.24.114.15','','445','58848','ET EXPLOIT Possible ETERNALBLUE MS17-010 Echo Response','1:2024218','0','0',
'6567504096536609','1557209544.306','10.46.13.37','','10.24.114.15','','445','58848','ET EXPLOIT Possible ETERNALBLUE MS17-010 Echo Response','1:2024218','0','0',
'6567504096536604','1557209524.178','10.24.114.15','','10.46.13.37','','56004','445','ET EXPLOIT ETERNALBLUE Exploit M2 MS17-010','1:2024297','4','4',
'6567504096536603','1557209523.961','10.46.13.37','','10.24.114.15','','445','56004','ET EXPLOIT Possible ETERNALBLUE MS17-010 Echo Response','1:2024218','0','0',
'6567504096536598','1557209519.897','10.46.13.37','','10.24.114.15','','445','56004','ET EXPLOIT Possible ETERNALBLUE MS17-010 Echo Response','1:2024218','0','0',
'6567504096536597','1557209517.659','10.24.114.15','','10.46.13.37','','56004','445','ET EXPLOIT Possible ETERNALBLUE MS17-010 Heap Spray','1:2024217','4','4',
'6567504096536595','1557209510.125','10.46.13.37','','10.24.114.15','','445','55160','ET EXPLOIT ETERNALBLUE Probe Vulnerable System Response MS17-010','1:2025650','0','0',
'6567504096536591','1557209493.087','10.24.114.15','','10.46.13.33','','53200','445','ET EXPLOIT Possible ETERNALBLUE Probe MS17-010 (MSF style)','1:2025649','4','4',
'6567504096536592','1557209493.087','10.24.114.15','','10.46.13.33','','53200','445','ET EXPLOIT Possible ETERNALBLUE Probe MS17-010 (Generic Flags)','1:2025992','4','4',
'6567504096536589','1557209476.294','10.24.114.15','','10.46.13.30','','50410','445','ET EXPLOIT ETERNALBLUE Exploit M2 MS17-010','1:2024297','4','4',
'6567504096536588','1557209476.078','10.46.13.30','','10.24.114.15','','445','50410','ET EXPLOIT Possible ETERNALBLUE MS17-010 Echo Response','1:2024218','0','0',
'6567504096536587','1557209471.958','10.46.13.30','','10.24.114.15','','445','50410','ET EXPLOIT Possible ETERNALBLUE MS17-010 Echo Response','1:2024218','0','0',
'6567504096536584','1557209469.603','10.24.114.15','','10.46.13.30','','50410','445','ET EXPLOIT Possible ETERNALBLUE MS17-010 Heap Spray','1:2024217','4','4',
'6567504096536548','1557209317.864','10.24.114.15','','10.46.13.30','','64855','445','ET EXPLOIT ETERNALBLUE Exploit M2 MS17-010','1:2024297','4','4',
'6567504096536546','1557209317.648','10.46.13.30','','10.24.114.15','','445','64855','ET EXPLOIT Possible ETERNALBLUE MS17-010 Echo Response','1:2024218','0','0',
'6567504096536545','1557209313.58','10.46.13.30','','10.24.114.15','','445','64855','ET EXPLOIT Possible ETERNALBLUE MS17-010 Echo Response','1:2024218','0','0',
'6567504096536544','1557209311.223','10.24.114.15','','10.46.13.30','','64855','445','ET EXPLOIT Possible ETERNALBLUE MS17-010 Heap Spray','1:2024217','4','4',
'6567504096536536','1557209303.801','10.46.13.30','','10.24.114.15','','445','64044','ET EXPLOIT ETERNALBLUE Probe Vulnerable System Response MS17-010','1:2025650','0','0',
'6567504096536533','1557209303.794','10.24.114.15','','10.46.13.30','','64044','445','ET EXPLOIT Possible ETERNALBLUE Probe MS17-010 (Generic Flags)','1:2025992','4','4',
'6567504096536534','1557209303.794','10.24.114.15','','10.46.13.30','','64044','445','ET EXPLOIT Possible ETERNALBLUE Probe MS17-010 (MSF style)','1:2025649','4','4',
'6567504096536524','1557209280.57','10.46.13.27','','10.24.114.15','','445','63700','ET EXPLOIT Possible DOUBLEPULSAR Beacon Response','1:2024216','4','4',
'6567504096536514','1557209280.461','10.46.13.27','','10.24.114.15','','445','63700','ET EXPLOIT Possible DOUBLEPULSAR Beacon Response','1:2024216','4','4',
'6567504096536513','1557209279.914','10.46.13.27','','10.24.114.15','','445','63700','ET EXPLOIT Possible DOUBLEPULSAR Beacon Response','1:2024216','4','4',
'6567504096536517','1557209278.491','10.46.13.27','','10.24.114.15','','445','63700','ET EXPLOIT Possible DOUBLEPULSAR Beacon Response','1:2024216','4','4',
'6567504096536520','1557209277.723','10.46.13.27','','10.24.114.15','','445','63700','ET EXPLOIT Possible DOUBLEPULSAR Beacon Response','1:2024216','4','4',
'6567504096536509','1557209276.955','10.46.13.27','','10.24.114.15','','445','63700','ET EXPLOIT Possible DOUBLEPULSAR Beacon Response','1:2024216','4','4',
'6567504096536511','1557209276.845','10.46.13.27','','10.24.114.15','','445','63700','ET EXPLOIT Possible DOUBLEPULSAR Beacon Response','1:2024216','4','4',
'6567504096536512','1557209276.626','10.46.13.27','','10.24.114.15','','445','63700','ET EXPLOIT Possible DOUBLEPULSAR Beacon Response','1:2024216','4','4',
'6567504096536510','1557209276.408','10.46.13.27','','10.24.114.15','','445','63700','ET EXPLOIT Possible DOUBLEPULSAR Beacon Response','1:2024216','4','4',
