#trxnhash,trxntype,received_datetime,confirmed_datetime,sending_address,receiving_address,BTC,EUR,USD,count,family
cc865fd13016b1b611a5e44fdb8c02ea3ee04cd73327f3df024c2b676dcc252f,incoming,2022-02-03 10:49:32+00:00,2022-02-03 10:49:32+00:00,['bc1qh6pku7gg2d6pw87z3t4f6d4rk6c48ajvsmfjjl'],"['bc1q072n8um9lmqppchtgaqsmn0k9dql88cgpf5te8', 'bc1qh6pku7gg2d6pw87z3t4f6d4rk6c48ajvsmfjjl']",5.46e-05,1.78,2.04,1,DeadBolt
75e1cee066ad56e0f6976b8343d95785edf158e5020577fdf40e231a80fbd534,incoming,2022-02-03 10:49:32+00:00,2022-02-03 10:49:32+00:00,['bc1q7cyrfmck2ffu2ud3rn5l5a8yv6f0chkp0zpemf'],"['bc1quq0craudne6ts378c9wu3wygd472elxynaehra', '3D4x6bvq9R5o1HwL8h5SmN1xUSJFB6shHk', '3BtaV4vwWPbEthiTtbCbqRdBU6s1xkvDNY', '3GXdP6DcqwK2zoVKwzktJ8r6ec2VWScMUH', 'bc1q072n8um9lmqppchtgaqsmn0k9dql88cgpf5te8', '3DYKz9bqRyzhF8ejNczbUPcAxz3cDYfQ7R', 'bc1q7cyrfmck2ffu2ud3rn5l5a8yv6f0chkp0zpemf']",0.0006,19.59,22.4,1,DeadBolt
44bbdb84276780a089ffa1d383bf4c46768bb5d976279a16d5ae9f5f898b5906,incoming,2022-02-02 21:15:00+00:00,2022-02-02 21:15:00+00:00,['bc1q7cyrfmck2ffu2ud3rn5l5a8yv6f0chkp0zpemf'],"['37f87XLorKQFeLYMUJ9EUW1ewFH6Xpxqot', 'bc1q602d0jzxrpgnjy9te52hzftley5w3slcld7tz6', '3KrEc5FCucsArhnPbA8yRDPE4PzXrNjRwN', 'bc1q8fvwj68v25quypcervu3t8vzxjkylsz30w5m6y', 'bc1qvhsvxejt9rgqjg8cdcs3gfxc5a8ysv0t0tamq8', '35X3SgLdC2UXDudEqAJrBWwc4WdmEdqNC7', 'bc1q072n8um9lmqppchtgaqsmn0k9dql88cgpf5te8', 'bc1q7cyrfmck2ffu2ud3rn5l5a8yv6f0chkp0zpemf']",0.0294,961.25,1085.39,1,DeadBolt
afcb19ffe42ebcddfb7757ad859276f5748086a86543e8653f7b9d20395f9d42,incoming,2022-01-26 05:57:26+00:00,2022-01-26 05:57:26+00:00,['bc1qh6pku7gg2d6pw87z3t4f6d4rk6c48ajvsmfjjl'],"['bc1qh6pku7gg2d6pw87z3t4f6d4rk6c48ajvsmfjjl', 'bc1qntvad7lqlwkq6qlyrzqflke2rmm9etwasqw7uq']",5.46e-05,1.79,2.01,1,DeadBolt
b071c59d0b9f6a8c6fbbc9a98633f6631a10d681c1145c94ff1f9d976c869fa6,incoming,2022-01-26 05:57:26+00:00,2022-01-26 05:57:26+00:00,['bc1qm34lsc65zpw79lxes69zkqmk6ee3ewf0j77s3h'],"['32W1XGMkfEg4uvYhMZ1w9XUVkDUq5YxUWB', '3Qm2fKFotK7xQx6qDpKfGCAr2DhjMB5zW9', '3PJ8mHSeZwvmV7gbBdCF2xYuEb1wbY4j1e', '35yiSzZAoemHM8fVvWRzCRBUfexbZKy8yC', 'bc1qntvad7lqlwkq6qlyrzqflke2rmm9etwasqw7uq', 'bc1qm34lsc65zpw79lxes69zkqmk6ee3ewf0j77s3h']",0.03,983.35,1104.88,1,DeadBolt
65becf4d99616b15886f403d45f338c926ace19a6249659b47672810ffb44f07,incoming,2022-03-01 20:33:58.810000+00:00,2022-03-01 23:54:04+00:00,['bc1qh6pku7gg2d6pw87z3t4f6d4rk6c48ajvsmfjjl'],"['bc1qh6pku7gg2d6pw87z3t4f6d4rk6c48ajvsmfjjl', 'bc1qp6djfqm9twmykmfmjhr06yg0l09ts9m9p33972']",5.46e-05,2.18,2.43,1,DeadBolt
75ed28d4597c28555130e1eabfd13de325b409a9ccdd2a0ed38f88903561ea0f,incoming,2022-03-01 20:33:01.749000+00:00,2022-03-01 20:34:39+00:00,"['38Lf86o3xs6yPSg21LxWZGHuiDAhrSWhUN', '37WWDxupaJJp598srBCwqVLrA2mypPAsy3', '3Lzmzvoa2CDk3P9byFR5bgQiHQZBR9QXzs', 'bc1q0gcv7w0q3lp7xytst2kns76gfnf3lqe706vpqr', '34srRCef6G2fZMpgyZrjEJTEMGZ17KoEbZ', '32JkPmmrWwkb1DHLnB4D4c1c9HhtKstt5v', 'bc1qvay2fks9rspxal9nlvxapet7wrwd9wyldxdhga', '3JZFJtBnHHDWmBYT5AHYYoDXK29HkShs5X', '34mhhEHwPjursiQGnywV1k4FqAhn5FqD4R', '39PmtPajJcSGxfHZ7mmc2HkkfedzG3kZmA', '34JpQypbUMvTDVoJdr7e94zNVPj9jB1mvy']","['bc1q9yn6zdkjjlh0z5y6sqpdvwq7pwkeh5r0ka28ad', '35YJng55vatH8x4k9N9s8upedS3FEXoP6v', '36HePAHynTC3FhZaurSojaVNTrcAYjEaMZ', '12rtNAhGshDQGp45dWXrwzL7gozegC6ZCg', 'bc1qyzzqdv5wnyq2l66w9rxm7pfx9m3k24e0nsmkel', 'bc1qhmevjxlzw6cwszae2epv9p5e6jzwqe89jtmu38', '19BtmevzgL5d3B81tPsYRKLe3yq2EebrKr', 'bc1qslyhuevsgre9mcpv6p54sjqwr7cqxv9vfw5pqv', '1FVCmaLawBGakMTaMRDM2CoiPtbtStDZai', 'bc1qp6djfqm9twmykmfmjhr06yg0l09ts9m9p33972', '1HprtmEgnBt7Lw5AZUS1krmUQyacEhU2mv']",0.03,1197.97,1332.85,1,DeadBolt
eb2e3f9780b901c0168cf527fc03fa378c108670e73c5b23cbadf8398bcfd790,incoming,2022-02-12 05:51:28.442000+00:00,2022-02-12 05:52:25+00:00,['bc1qh6pku7gg2d6pw87z3t4f6d4rk6c48ajvsmfjjl'],"['bc1qh6pku7gg2d6pw87z3t4f6d4rk6c48ajvsmfjjl', 'bc1qrru3murzyp2dy065y8q638rpdh0xf6vy2trzdd']",5.46e-05,2.03,2.31,1,DeadBolt
9193ce8d85f8175dc4aa2b3d1beb61fa047f0a60ec489b664fb837f3e003022f,incoming,2022-01-27 19:54:56+00:00,2022-01-27 19:54:56+00:00,['bc1qh6pku7gg2d6pw87z3t4f6d4rk6c48ajvsmfjjl'],"['bc1qh6pku7gg2d6pw87z3t4f6d4rk6c48ajvsmfjjl', 'bc1qqjktcmavv3x6uht8w5jx0e9788w4yvd6caneul']",5.46e-05,1.82,2.03,1,DeadBolt
3547fff262cb4fe46b84eeada1dd4f54860ad177727e95e79c0f469c0137ff34,incoming,2022-01-27 19:54:56+00:00,2022-01-27 19:54:56+00:00,['3KcDh4khgVgUtX36xzKqWn8s9XiU3DbsBE'],"['1BV2QWUKKRXf6NVsyYrz6b1LvPSkbroDUy', '3228wk5n6YyYRWcNswmBgfm7z9e4hn3k1U', '37t1p45SdbXE7oxcXAG1ibCUUgkwwWy1Zm', '1GN6KDp8vvJvY64R6honD27rj5iT9dh2Mb', 'bc1qamfa0y443vu83s0cg36lee9s6muxh03udkslvr', '38hKxdt4uEFXc9u5PMPCfTQQ3sRZGW23Ne', '3FDugvJrbRpgkg84yGpR3riGzyZYVnVr1d', '3B3jSSDvhznhTRk8KYE3WnWNGLy11hesbA', '1AGvtxXYTavaT6mRykpB5wRoDCc8fkVXzG', '12pPwVWNWE62TAgXN2j2JS1cvJZfTAnjrL', '1JnNoqXprQPHnVwjLSVxg8C1qeXJZojpBJ', '35U8KAHc2CKXrbNthV7BvnPnxv1rSeUyno', '37eQVhcRCigBucGt5zdyDKjvy5Kj52FBim', '3E2Bjvjy7NZ26rgEzR1CQQd8NzvJTx4Kva', '3E4Y9jrnTPb5jvpL6vxuQP5B2rx3KyxDYd', '3JRBUzczx4EpgCMc8w421tJHWaGMe85yAj', '3CM2iBLvULeTpeHjhtpaq9sjwFagrBRRc8', 'bc1qqjktcmavv3x6uht8w5jx0e9788w4yvd6caneul', 'bc1qjq7ergq2wryg5etj9he0gpp4dua95pqc8e3czf', '1HaayinE77XaFhpW4K5aD9mHjmsm4geYWr']",0.03,1001.25,1115.7,1,DeadBolt
550363e36602d7b83395d4d79d6324164ba8852c343cea4395580a27ef1c0f00,incoming,2022-03-25 11:50:51.619000+00:00,2022-03-25 11:54:13+00:00,['bc1qh6pku7gg2d6pw87z3t4f6d4rk6c48ajvsmfjjl'],"['bc1qh6pku7gg2d6pw87z3t4f6d4rk6c48ajvsmfjjl', 'bc1qjfq4xpp0klrur9rzna3u3fdztr8vjke7s9q3ve']",5.46e-05,2.2,2.42,1,DeadBolt
9a66411a5c2908bb2784bced4c169d6a22cca576858f342e558710566d43e466,incoming,2022-03-25 11:50:33.799000+00:00,2022-03-25 11:54:13+00:00,['bc1q7cyrfmck2ffu2ud3rn5l5a8yv6f0chkp0zpemf'],"['1N9o37FNx7PdiET3E6sizPYd4PVc7yEkTK', 'bc1qmu88epk2crxpjftyckyyzrsrxg9rcpk44x4ewx', '3EKptJ3f5AiyqbWkDSV3BhcF4SnkigzLgS', 'bc1qanmffsx6thfk9vrcvdpyj27gtupgflmys3z206', 'bc1qjfq4xpp0klrur9rzna3u3fdztr8vjke7s9q3ve', '35A6GVp5A7Qi83r275oof8UvdgK8T55QnN', 'bc1q7cyrfmck2ffu2ud3rn5l5a8yv6f0chkp0zpemf']",0.03,1210.98,1329.94,1,DeadBolt
adcea09759e5a6d266095e469a4dfd7f98d825ce7522bb3b13ba6150b96e55e3,incoming,2022-10-13 17:13:42.167000+00:00,2022-10-13 17:22:02+00:00,['bc1qh6pku7gg2d6pw87z3t4f6d4rk6c48ajvsmfjjl'],"['bc1qh6pku7gg2d6pw87z3t4f6d4rk6c48ajvsmfjjl', 'bc1qm33238g52kxq7afj2r53pdf7ffj0ps09njy04t']",5.46e-05,1.08,1.06,1,DeadBolt
15c8a26d28ce21b88709f8997eb563d53bc96ae4f1280eeb9325011156990ea1,incoming,2022-01-26 12:44:44+00:00,2022-01-26 12:44:44+00:00,['bc1qh6pku7gg2d6pw87z3t4f6d4rk6c48ajvsmfjjl'],"['bc1qh6pku7gg2d6pw87z3t4f6d4rk6c48ajvsmfjjl', 'bc1qy22z8tuadhgvnvaxug9ddg8f8jf44xgew6k8xs']",5.46e-05,1.79,2.01,1,DeadBolt
6ef528986b2aa7c8a55fe453ef46834629e2cb07683bff552c24b94ccf491920,incoming,2022-03-08 20:21:17.439000+00:00,2022-03-08 20:23:03+00:00,['bc1qh6pku7gg2d6pw87z3t4f6d4rk6c48ajvsmfjjl'],"['bc1qh6pku7gg2d6pw87z3t4f6d4rk6c48ajvsmfjjl', 'bc1qqsanrcyah8gjg2upyyknsecpyhh4l05zp22wfq']",5.46e-05,1.94,2.12,1,DeadBolt
a26ae80f17c28e3d0ee2ff9732ffcd085f1873dfb375ec8610bb1064f0f6f749,incoming,2022-03-08 20:20:33.482000+00:00,2022-03-08 20:23:03+00:00,['bc1qm34lsc65zpw79lxes69zkqmk6ee3ewf0j77s3h'],"['bc1q7aqcy6apxlhgldcu2pzezluqmqek8xjvlj5uk3', '333YQkvFvt2fyX8fwSDy4M2NsjhRWD7gxH', 'bc1q8k20gekdxnq0wfudf7zeaeqt3phee938zjhwl0', '1AGYerEhRPyViX96XbPQmJCuGcud2TwzZc', '1H3YESp7UFxBfcmnqwtb13q6v9LARdxGcg', '3LTJroaiQ9McQc5wS285S2yxRzbvuaABuA', '3FubF1jr9qRtFTTKSBbEvTt6mzQQNCDvSn', 'bc1q49w2efvjyfhlc6ux3g2lewy4ajk02m8nq3jgwg', 'bc1qfk3xeyxrqllve9vjfsrhv8udd29nmgc4mjz6d9', 'bc1qras45wd7dc7zuqph3e3dlt6vdny7zk7ylemyqu', '3CBSp3sv1XTaDdofs6Ts1XtJ82b8EsEe2Y', '3CrDqqTfzccSLJnkqiZJEtZ2PwYECAFNJ2', '1AHqCUeAAjxztZgsTV7ub8Mf7cZoyd6FAv', 'bc1qqsanrcyah8gjg2upyyknsecpyhh4l05zp22wfq', '344Bru81iHC8B8P1vpmkx2FBFtLjbnk4we', 'bc1qlsweah030vz9gj4k4trxtfu8zu6erkl4ypc43a', 'bc1qvqwcxsycfsxeyk7sfv8vgk0gq9y4tveu3en8ph', '3Drg7n1RxqfTXPAf3yz9HghwVuR3v8CZtp', '3HL2SX3K7175f7PdNurUM8VcLhWSsgPCRe', 'bc1qur77accq2tptjh99rjs2l9xdx6pzekvg62e0t2']",0.03,1067.06,1162.46,1,DeadBolt
3da9b223104a98b551192c289967fb9b15283dd3495a52a84fd700d96598d06e,incoming,2022-05-05 09:32:58.583000+00:00,2022-05-05 10:38:59+00:00,['bc1qh6pku7gg2d6pw87z3t4f6d4rk6c48ajvsmfjjl'],"['bc1qh6pku7gg2d6pw87z3t4f6d4rk6c48ajvsmfjjl', 'bc1qq8rpvqa6j4mjv08e8yfej58cmd4tc2ht30gjp9']",5.46e-05,1.89,2.0,1,DeadBolt
eee8ece456330e431236fc7f76ecbd1afad66a4700f01f6f407230416ef70d19,incoming,2022-06-04 17:41:22.226000+00:00,2022-06-04 17:48:02+00:00,['bc1qh6pku7gg2d6pw87z3t4f6d4rk6c48ajvsmfjjl'],"['bc1qamacltvcc47h69ss586w6g7j5qmeq9djxadjep', 'bc1qh6pku7gg2d6pw87z3t4f6d4rk6c48ajvsmfjjl']",5.46e-05,1.52,1.63,1,DeadBolt
247507985c46899e5d57a191856bcc984e9ce594398b1aa504005d366877c841,incoming,2022-01-26 22:20:15+00:00,2022-01-26 22:20:15+00:00,['bc1qh6pku7gg2d6pw87z3t4f6d4rk6c48ajvsmfjjl'],"['bc1qh6pku7gg2d6pw87z3t4f6d4rk6c48ajvsmfjjl', 'bc1qme9wuj3csdpjeqvmyhzh5l7rlw7fs9cuz2u509']",5.46e-05,1.79,2.01,1,DeadBolt
389aa49cb27c977b1442fa8575356eea13a545c91320ac3f9673496c9b4788e3,incoming,2022-01-26 22:10:44+00:00,2022-01-26 22:10:44+00:00,['3419nCkNo8XhgGZ3hEgLearXSESoBR9uJP'],"['35BAB4NcwxT1W4VNpcQqTDv5ranchCvccG', '3MR3YjbTuZqgvxeySKYQiPcWPPkrv1AwbW', '3F1cMBhCiyqfiSr2VBvNcKZxcN6MQzWamU', '3HaSFnacKKKg9kgy8MKuQp7oZ6YEqoBBBA', '3Qn8gMag2mDnRChmqAGZeN7QuDzvs6Rs8a', '1GPAZDHTn5JBo8QT9yUv8e2YJ5iRRzWG4k', 'bc1qevusrhw90jh92y6v0yykqhshu8f26m0s26rxrm', 'bc1qme9wuj3csdpjeqvmyhzh5l7rlw7fs9cuz2u509', '3LWLx4mx2eA9R7HEossn7yqopqAKJThnZ6', '1MriLBQ26JCzDAQHVjoE1ijVSA6UYQXvQo', '3GjxNHDzVy81jftMPykcggrLCMUoRNq9Lr', '37hpn8PKawvX6AjpFvztFZx6YksQ8ZK1Dy', '1GXhX5q2g14TWB94egXpMveUK795gpxLWk', 'bc1qpgya5esrtpn6679w675446w3crajluclpc4qdt', '1ARsEsYcBxmuxKAnbGZwH5M2q78XonJxa4', '3KXE7yWBiDWHyYqgcmBGABZ8N9ghunEKNP', '3QYzDq47WqG3r5eEdvSNFkmQPxfqjkM3GE', '1CmenMYJBj8rzVr4CdjCupfRX2wq4ddeTn', '1FoMAsx5pndFnGhc1SCqatvb8x25a6zM22', '1CMKcPd7NeZQmEnaD2nWZ8J9tgMeev3Qza']",0.03,983.35,1104.88,1,DeadBolt
bd737fce5f2f951175f7b7eabc0527158604cf5d3899613017d94203685cb951,incoming,2022-01-27 02:47:32+00:00,2022-01-27 02:47:32+00:00,['bc1qh6pku7gg2d6pw87z3t4f6d4rk6c48ajvsmfjjl'],"['bc1q63dqvwkpuxl9r45dpqwwthrz9k2zqs9mjrnphh', 'bc1qh6pku7gg2d6pw87z3t4f6d4rk6c48ajvsmfjjl']",5.46e-05,1.82,2.03,1,DeadBolt
6b73c6ee9deea2bf617ee236546dd1881ef7963011c978cb4b66e44c6af42ff1,incoming,2022-01-27 02:47:32+00:00,2022-01-27 02:47:32+00:00,['bc1qwqvwew6rfypa0zqqqfv4zfzncfe9hvst22ck2v'],"['bc1q63dqvwkpuxl9r45dpqwwthrz9k2zqs9mjrnphh', 'bc1qad7vcr8sdxhghgf580czxjqud339nyuecs0jdm']",0.03,1001.25,1115.7,1,DeadBolt
8b0346c2c3a2c67e5de79964ce985e4848cd3979db6127d88f7aeacd44443f52,incoming,2022-03-02 10:15:25.608000+00:00,2022-03-02 10:31:56+00:00,['bc1qh6pku7gg2d6pw87z3t4f6d4rk6c48ajvsmfjjl'],"['bc1qh6pku7gg2d6pw87z3t4f6d4rk6c48ajvsmfjjl', 'bc1qwgrjk07c98j0azxup2gtfwahwlqxezwaah88fm']",5.46e-05,2.16,2.4,1,DeadBolt
251f96c2389a9e24ee204c7be25c6b1701e1d5bb57f1469e8076e710f97b8a0e,incoming,2022-03-02 10:14:35.050000+00:00,2022-03-02 10:27:03+00:00,['bc1qm34lsc65zpw79lxes69zkqmk6ee3ewf0j77s3h'],"['3QcAvqnNvnTx143tTFeskVz7GFbMVTybTS', 'bc1q9q24hk9cphp5uzqeaay62r7eu0nnlg9alkj2d5', '3LtjcVMkBqcE65tcg4Ama1SmgSkxyHQD5E', '3LQB2YPRHHQJj181yau4BCiq1svE3eutYe', '1KP2tEqof1BR8pSaK657J5vDHhQZaLSjFd', 'bc1qkuys432ag84w52wugxmll0u3u6w0lw6kcjpura', 'bc1q5tnue7q2hywfdx2cvxyxg4mnfg5pn4yyu3natj', 'bc1q0k3helkxa5sayc6qay24vz3ee5jazhjhcz03u2', '362T6vcCvHvj35w4EfZWgGwtCwcRquBspb', 'bc1qh6c4t9tkxpk2mdamwekkvn430rspjzlnzm3h3r', 'bc1qc73zsyrh7lp4ft899zylsgucfl90a7lgas69vq', '3Nt2hSRiNw1niCH5AnfyJriiVfj9yFQVSL', '1eizFNmJdpY1CsWf1BNsUnVoTyrkDsCyd', '38pHFPs1rxy9RzbssHe6YJjFdTCKwz6hB8', 'bc1qmn7ckk6u879ps5yygtk6ztq47gpgz8qrcn29qq', 'bc1qdk2su3gy8t80kv08m48q2cueyqs7why2chsde4csrf48c6ezwzrsnz4h6g', 'bc1qwgrjk07c98j0azxup2gtfwahwlqxezwaah88fm', 'bc1qhslpwnr72as6qq3tjqafpzql7270ywgxfd00kr', '357a3So9CbsNfBBgFYACGvxxS6tMaDoa1P', '3DWbTnJgYCTUAj5VMy9JeJqxV4LkpNoSS1']",0.03,1185.62,1318.06,1,DeadBolt
38b6075cfe15430fc5135e27adf20f38599ad58b88d93dada0e7330de689b4ce,incoming,2022-01-27 05:17:18+00:00,2022-01-27 05:17:18+00:00,['bc1qh6pku7gg2d6pw87z3t4f6d4rk6c48ajvsmfjjl'],"['bc1qcy4q0u8sck6cjwyvmncse4jcwqc7ase37adr34', 'bc1qh6pku7gg2d6pw87z3t4f6d4rk6c48ajvsmfjjl']",5.46e-05,1.82,2.03,1,DeadBolt
5c7194525b9f29c907c5893c1db3116aff80136e61f316599e2de94e26ba657e,incoming,2022-01-27 05:17:18+00:00,2022-01-27 05:17:18+00:00,['bc1qm34lsc65zpw79lxes69zkqmk6ee3ewf0j77s3h'],"['3NvTuSYtQf6cqZ8KbAgZXa4Ky18S6D29P7', '32TCbcZKrSAyEQk7qsgXNf2RfcBNaubcVQ', '143UjhbtR29YU4R24aXisQ5aEgD2o7msCm', '38sW9NdzvFFRHLRTkhS4jg1um2hxjMakdW', '3EG3SFdC3FiFrdoJ4WLbDsFyJHHtoX2GLq', '3CmvbJhLhqPJ4gnWtqpdY57T5G5wM3HMRB', '38QkDhbARakhBDUPds2uDymktzzL9qtHme', '1MWnHWJppjSp2A1dAvzopuWp297WuxqY2i', '15ZCGpM7yrFzZKtTeEFAvQ1fmxKZ7ybHWg', '36yvcjXMh1TytQBtVXqrdPe2e7FKXSHGJY', 'bc1qzhyuc8ntzglauqu5kcyuxceqzs2hchlxc2mcn9', 'bc1qcy4q0u8sck6cjwyvmncse4jcwqc7ase37adr34', '39RVbFuQaDiBw6UmGNZb8gegn4rS552gcj', '1CCzX6nYeDEmCcyFK5GSA3MpMMy5kkk8GZ', '3BCB8dPKe8ojEhNTn2yKXt31cbagXEUoD2', 'bc1qm34lsc65zpw79lxes69zkqmk6ee3ewf0j77s3h']",0.03,1001.25,1115.7,1,DeadBolt
39ee90360ebacbc216df0f502e2ad774e3d6e3d3e5e704d02c41a68fe5957613,incoming,2022-01-26 13:06:58+00:00,2022-01-26 13:06:58+00:00,['bc1qm34lsc65zpw79lxes69zkqmk6ee3ewf0j77s3h'],"['bc1qw0726p6e738vmhnce0y6x5j8q9rjqxvdlrdtwx', '1FDY3XZ6K713co4BzfJsbWDaDs2cb6N9gz', '1FiZoHEuztNLC9e9TmSur9qoDXNqPqABYt', 'bc1qe5f429ut3mwfft6f9dst9wspezy2el085rec57', 'bc1qxnq2mmkjx5c8275dgv5cjsqsf08qxf0ng6flpy', 'bc1q9qnk8rpmfkmqartwy0cm5l59g8r2r9z60495wn', 'bc1qejdaszkcq0up6cs7cn950d7ju5y3ecen7gv5ej', 'bc1qxz28ma5nte3qdeuq6zm739yga63gnm3eqhlvdl', 'bc1qhq0q2m9awnmqa4ec89nkjzzwvhnxxwe2ldylv9', 'bc1qry4wgwmu8nkgvnfh9vy4q84w722qmkl3jzyp4l', '3GRR5SRaXzVcgL3yyXVDS4T5NtZCKXW4E6', 'bc1q60g8xrcsw2a4a8qt59zvqnqdl6573q3dqgq6g8', '3BMEX7HPZSZV5mdY81uX6vQ5azQDvqDH7e', '39vS7R8tyTH94PiPBzQFjDnB5fiEYV4Nyk', '1B6qryTjmdmnLrAiUmXMKp26LvtWQKzNsz', 'bc1qcy4q0u8sck6cjwyvmncse4jcwqc7ase37adr34', '1GpabRww1aGvTnpxj6NKSGzMutVwUZ4Pfd', 'bc1qdhrke7j75sn9azmgwckjshllyykdat7hyzr68t', '12cFS4kU16REhvVAdyWcH94a4XcGtEmMyU', '3AiYbqtF5DKsjibHttuNj6r4NxvEhfU8si']",0.0005,16.39,18.41,1,DeadBolt
6f7e42c0a897f9cc0abb373061337cc8696bc907474f6a272441bb7d1bc1a6e8,incoming,2022-01-27 11:12:55+00:00,2022-01-27 11:12:55+00:00,['bc1qh6pku7gg2d6pw87z3t4f6d4rk6c48ajvsmfjjl'],"['bc1qh6pku7gg2d6pw87z3t4f6d4rk6c48ajvsmfjjl', 'bc1qwhz97zmtjhf44c336sx5gfk8l0rdkaa4ax3skd']",5.46e-05,1.82,2.03,1,DeadBolt
4951190c32466151ae09029aa0f7d1fe85e36031f2b1db9938af498db872e411,incoming,2022-01-27 11:12:55+00:00,2022-01-27 11:12:55+00:00,['bc1qx65xcxz6dfsge2g4eaerercslh83y66wrpm79r'],"['1792uVndkyF9VT9EvLzXC5iQdfhgwdrJYj', '1G12Kjzvymd3FXAZ6HLsae2FvbnM4kJTEr', '1MPL2uaaUWnNi61dyXmrxmbTVmW836NQ6h', 'bc1qx65xcxz6dfsge2g4eaerercslh83y66wrpm79r', '34qXxgUV9N5SBgr6dYvpMwRJfkXbbS1mnA', '38dvjYLLR9zLrxrg71W7a9pyyUR7bvYm9p', '3Kp1HuRH4yC9xt85QXfoWdBqFnnhE3sTs7', 'bc1qt9vy9eqf0n3fyun7vwdsfk33663zy9hag5y9c5', 'bc1qwhz97zmtjhf44c336sx5gfk8l0rdkaa4ax3skd']",0.03,1001.25,1115.7,1,DeadBolt
ce2ebc8b30edd83179ab961b8109482db0c755854f742bbecf3066fd4d9eef0e,incoming,2022-10-13 17:01:28.641000+00:00,2022-10-13 17:09:42+00:00,['bc1qh6pku7gg2d6pw87z3t4f6d4rk6c48ajvsmfjjl'],"['bc1qgrt8xz8naw47kfxgtpt0wydleds4dxen5agaus', 'bc1qh6pku7gg2d6pw87z3t4f6d4rk6c48ajvsmfjjl']",5.46e-05,1.08,1.06,1,DeadBolt
fbf8b9067fa5fb3ebf5249792cf6328c974e884e35730d586d8eb1a16fbb007c,incoming,2022-02-01 09:04:44+00:00,2022-02-01 09:04:44+00:00,['bc1qh6pku7gg2d6pw87z3t4f6d4rk6c48ajvsmfjjl'],"['bc1qh6pku7gg2d6pw87z3t4f6d4rk6c48ajvsmfjjl', 'bc1qwtw6fraanvapngrnuaq36yqqneeurwdy5cfulx']",5.46e-05,1.88,2.11,1,DeadBolt
8bf835549297055e075424f5e734c1e67d35f9bf589dfe030d1c20bc1be240eb,incoming,2022-02-01 09:04:44+00:00,2022-02-01 09:04:44+00:00,"['3DVxu37sK1hhbHbBrvsGSzs7NnDLgdXzgP', '3Aiopn3dshQVSqv1b1LE1HgmWK2zgGbh2b', '34iZ2ACzbKWPQ4tw3FPJ7htd2EtXHYGbwo']","['bc1q9yn6zdkjjlh0z5y6sqpdvwq7pwkeh5r0ka28ad', '39CfGsby4rDLjruKhYefREkay5FL7D6NQ5', '3HKpUhjFYgBvfwKnrCLNYuwKj2GwDZu2Vk', 'bc1qe8rz8p7kh4687y9mnxcrynwwz3hhxalcv6tyaf', '3P3yXV557L8veBd5CRdgCne1Fq8Dx4kMDw', '33AK47D9yasY8Khg8rJ6B1BZTsNTgv4aXj', '1GZUs4ZU7YLKTHSgMkgrLncrxrUu22Pazq', 'bc1qwtw6fraanvapngrnuaq36yqqneeurwdy5cfulx', '1QAJpdBL8duvQa5BCgvAZdRmp5W5179ewn', '3JENRhebyhuq9DQNYhGEpjvxNKPPo8WKyf', 'bc1qttamkqlzvn2d73sd35txv3g8u4ptjkrask2rtz', '39qQ5Gr7xEUKZbKWm3ExuzuXbuLFPxRfqc', 'bc1qeth5zgnsugysefq69gfhqsjhg3dhh6w9sze9ny', '39CfAxzXugaeGURSWrgGJygYrKRUHH9E6S']",0.03,1031.06,1161.64,1,DeadBolt
71ae5bb1405631222aeab0df3cf761ae7ec75029dfad0ace9e2aa9b7708e268b,incoming,2022-11-10 21:25:55.930000+00:00,2022-11-10 21:32:48+00:00,['bc1qh6pku7gg2d6pw87z3t4f6d4rk6c48ajvsmfjjl'],"['bc1qh6pku7gg2d6pw87z3t4f6d4rk6c48ajvsmfjjl', 'bc1qjkp3n980c9kvqxt93lvwr98q74d42p2yw7vgz2']",5.46e-05,0.94,0.96,1,DeadBolt
61b049bb3ab1f30c24771bb93bd3b7242c530f7acda8e513e2c2dde1a736ead6,incoming,2022-11-10 02:25:54+00:00,2022-11-10 02:25:54+00:00,['bc1q096semme0r6r2wy2c6xxn27geppajw2aq76yvs'],['bc1qjkp3n980c9kvqxt93lvwr98q74d42p2yw7vgz2'],0.00098662,17.04,17.32,1,DeadBolt
c439054f9b19ce60df536f7c35e1ffc8d80eedd72cae8abe89dc0b97b5c4a45c,incoming,2022-11-08 00:19:02.284000+00:00,2022-11-08 00:21:14+00:00,['bc1q096semme0r6r2wy2c6xxn27geppajw2aq76yvs'],['bc1qjkp3n980c9kvqxt93lvwr98q74d42p2yw7vgz2'],0.0300855,555.22,557.93,1,DeadBolt
3087ef9a326a90811affcea8065ea7938f90af15fff2c1c20a88cfb24eaf7bf3,incoming,2023-01-14 09:59:42.986000+00:00,2023-01-14 10:16:13+00:00,['bc1qh6pku7gg2d6pw87z3t4f6d4rk6c48ajvsmfjjl'],"['bc1qh6pku7gg2d6pw87z3t4f6d4rk6c48ajvsmfjjl', 'bc1qtvrhxaumdtw5jdwth30cr3qdr8e4se5gdyu7he']",5.46e-05,1.06,1.14,1,DeadBolt
